stcode,stname,ctyname,census2010pop,estimatesbase2010,popestimate2019,npopchg_2019,births2019,deaths2019,naturalinc2019,internationalmig2019,domesticmig2019,netmig2019,residual2019,gqestimates2019,rbirth2019,rdeath2019,rnaturalinc2019,rinternationalmig2019,rdomesticmig2019,rnetmig2019
WA,Washington,Clark County,425363,425360,488241,6814,5574,3766,1808,139,4847,4986,20,3419,11.496718464,7.7676070573,3.7291114072,0.286696065,9.9972361674,10.283932232
WA,Washington,Columbia County,4078,4078,3985,-54,38,44,-6,15,-64,-49,1,75,9.4715852443,10.967098704,-1.49551346,3.7387836491,-15.95214357,-12.21335992
WA,Washington,Cowlitz County,102410,102408,110593,1841,1287,1134,153,22,1664,1686,2,1208,11.734938111,10.339875539,1.3950625727,0.2005972327,15.172445235,15.373042467
WA,Washington,Douglas County,38431,38427,43429,680,542,325,217,41,423,464,-1,190,12.578616352,7.5425282555,5.0360880967,0.9515189492,9.8168906217,10.768409571
WA,Washington,Ferry County,7551,7554,7627,-11,64,81,-17,0,8,8,-2,251,8.3851948903,10.612512283,-2.227317393,0.0,1.0481493613,1.0481493613
WV,West Virginia,Boone County,24629,24625,21457,-496,225,297,-72,0,-423,-423,-1,131,10.366275052,13.683483068,-3.317208017,0.0,-19.4885971,-19.4885971
WV,West Virginia,Braxton County,14523,14519,13957,-119,127,177,-50,-1,-67,-68,-1,380,9.0607498306,12.627974173,-3.567224343,-0.071344487,-4.780080619,-4.851425106
WV,West Virginia,Brooke County,24069,24051,21939,-190,198,302,-104,-11,-73,-84,-2,672,8.9861123718,13.706090587,-4.719978215,-0.499228465,-3.313061632,-3.812290097
WV,West Virginia,Cabell County,96319,96295,91945,-1090,1009,1086,-77,-23,-990,-1013,0,3810,10.909287491,11.741809925,-0.832522435,-0.248675532,-10.70385988,-10.95253541
WV,West Virginia,Calhoun County,7627,7627,7109,-108,49,85,-36,-2,-69,-71,-1,22,6.8407092001,11.866536367,-5.025827167,-0.27921262,-9.632835404,-9.912048025
WV,West Virginia,Clay County,9386,9384,8508,-131,88,109,-21,0,-110,-110,0,74,10.264186155,12.713594215,-2.44940806,0.0,-12.83023269,-12.83023269
WV,West Virginia,Doddridge County,8202,8201,8448,-108,62,88,-26,-3,-78,-81,-1,1096,7.2924017878,10.350505763,-3.058103976,-0.352858151,-9.174311927,-9.527170078
WV,West Virginia,Fayette County,46039,46049,42406,-576,402,670,-268,5,-311,-306,-2,1816,9.4158429756,15.693071626,-6.27722865,0.1171124748,-7.284395934,-7.167283459
WV,West Virginia,Ritchie County,10449,10449,9554,-194,82,156,-74,1,-120,-119,-1,106,8.4965288571,16.16412807,-7.667599213,0.1036162056,-12.43394467,-12.33032846
WV,West Virginia,Roane County,14926,14927,13688,-230,119,186,-67,0,-163,-163,0,98,8.6213142071,13.47533145,-4.854017243,0.0,-11.80902702,-11.80902702
WV,West Virginia,Summers County,13927,13926,12573,-99,98,155,-57,-1,-39,-40,-2,1030,7.7639136463,12.279659338,-4.515745692,-0.079223609,-3.089720737,-3.168944345
WV,West Virginia,Taylor County,16895,16891,16695,-133,129,199,-70,-2,-60,-62,-1,509,7.6962085732,11.872445783,-4.17623721,-0.119321063,-3.579631895,-3.698952958
WV,West Virginia,Tucker County,7141,7141,6839,-98,60,128,-68,0,-28,-28,-2,180,8.7108013937,18.583042973,-9.87224158,0.0,-4.06504065,-4.06504065
WV,West Virginia,Tyler County,9208,9230,8591,-149,74,108,-34,-2,-113,-115,0,67,8.5396111015,12.463216202,-3.923605101,-0.2308003,-13.04021695,-13.27101725
WV,West Virginia,Upshur County,24254,24256,24176,-196,221,285,-64,-2,-131,-133,1,1225,9.10439153,11.740957403,-2.636565873,-0.082392684,-5.396720771,-5.479113455
WV,West Virginia,Wayne County,42481,42506,39402,-559,330,537,-207,-12,-342,-354,2,246,8.3162178849,13.532754558,-5.216536673,-0.302407923,-8.618625808,-8.921033731
VA,Virginia,Fairfax city,22565,22554,24019,294,673,203,470,140,-315,-175,-1,521,28.192024129,8.5036863271,19.688337802,5.8646112601,-13.19537534,-7.330764075
VA,Virginia,Falls Church city,12332,12244,14617,150,201,80,121,22,8,30,-1,42,13.822032733,5.5013065603,8.3207261725,1.5128593041,0.550130656,2.0629899601
VA,Virginia,Franklin city,8582,8578,7967,-122,155,110,45,-1,-166,-167,0,129,19.307424016,13.70204285,5.6053811659,-0.124564026,-20.6776283,-20.80219233
VA,Virginia,Fredericksburg city,24286,24178,29036,-135,429,201,228,36,-399,-363,0,2677,14.740495129,6.9063858299,7.8341092996,1.2369646262,-13.70969127,-12.47272665
VA,Virginia,Galax city,7042,6989,6347,-1,69,116,-47,-5,53,48,-2,377,10.870421426,18.274911382,-7.404489957,-0.787711698,8.3497439937,7.5620322962
VA,Virginia,Hampton city,137436,137464,134510,180,1686,1307,379,70,-264,-194,-5,4965,12.542776373,9.7232554679,2.8195209046,0.5207558399,-1.963993453,-1.443237613
VA,Virginia,Harrisonburg city,48914,48900,53016,-472,580,283,297,219,-994,-775,6,7688,10.891609705,5.3143543904,5.5772553144,4.1125215954,-18.6659656,-14.553444
VA,Virginia,Hopewell city,22591,22591,22529,51,347,296,51,27,-25,2,-2,237,15.419823583,13.153509454,2.2663141289,1.1998133624,-1.110938298,0.0888750639
WA,Washington,Franklin County,78163,78160,95222,1219,1573,460,1113,60,44,104,2,2882,16.625710133,4.8619368477,11.763773286,0.6341656758,0.4650548289,1.0992205047
WA,Washington,Garfield County,2266,2266,2225,-15,27,28,-1,5,-19,-14,0,36,12.09406495,12.541993281,-0.447928331,2.2396416573,-8.510638298,-6.270996641
WA,Washington,Grant County,89120,89124,97733,1061,1486,719,767,81,215,296,-2,1243,15.287672642,7.3969290913,7.8907435508,0.8333119004,2.2118772665,3.0451891669
WA,Washington,Grays Harbor County,72797,72800,75061,1260,734,886,-152,-16,1423,1407,5,2702,9.8614824468,11.9036423,-2.042159853,-0.214964195,19.118378095,18.9034139
WA,Washington,Island County,78506,78508,85141,914,916,762,154,59,700,759,1,1908,10.816683199,8.9981578574,1.8185253413,0.6967077606,8.2660242785,8.9627320391
WA,Washington,Jefferson County,29872,29880,32221,475,181,396,-215,5,683,688,2,631,5.6591680085,12.381384151,-6.722216143,0.156330608,21.354761049,21.511091657
WA,Washington,King County,1931249,1931287,2252782,24418,25188,13917,11271,17969,-4784,13185,-38,39737,11.241767173,6.2113575411,5.0304096318,8.0198235005,-2.135168102,5.8846553984
WA,Washington,Kitsap County,251133,251143,271473,2197,3023,2375,648,75,1469,1544,5,9132,11.180788129,8.7841124071,2.396675722,0.2773930234,5.4332046846,5.710597708
WV,West Virginia,Gilmer County,8693,8695,7823,-75,47,79,-32,-2,-41,-43,0,1765,5.9792634056,10.050251256,-4.070987851,-0.254436741,-5.215953184,-5.470389924
WV,West Virginia,Grant County,11937,11920,11568,-62,127,129,-2,-1,-58,-59,-1,126,10.94921976,11.121648418,-0.172428658,-0.086214329,-5.000431072,-5.0866454
WV,West Virginia,Greenbrier County,35480,35483,34662,-130,342,503,-161,2,31,33,-2,610,9.8482448815,14.484406946,-4.636162064,0.0575920753,0.8926771676,0.950269243
WV,West Virginia,Hampshire County,23964,23960,23175,-182,205,260,-55,-8,-118,-126,-1,415,8.8111407204,11.175105304,-2.363964584,-0.343849394,-5.071778561,-5.415627955
WV,West Virginia,Hancock County,30676,30688,28810,-269,243,440,-197,-12,-59,-71,-1,226,8.3953773601,15.201506331,-6.806128971,-0.414586536,-2.038383803,-2.45297034
WV,West Virginia,Hardy County,14025,14027,13776,12,147,162,-15,7,21,28,-1,58,10.675381264,11.764705882,-1.089324619,0.5083514887,1.5250544662,2.033405955
WV,West Virginia,Harrison County,69099,69094,67256,-238,696,877,-181,-5,-47,-52,-5,882,10.330241187,13.016697588,-2.686456401,-0.074211503,-0.697588126,-0.771799629
WV,West Virginia,Jackson County,29211,29214,28576,-119,276,361,-85,-1,-31,-32,-2,180,9.6383859196,12.606729409,-2.96834349,-0.034921688,-1.082572332,-1.11749402
WV,West Virginia,Webster County,9154,9150,8114,-160,65,114,-49,0,-113,-113,2,58,7.9326336344,13.91261899,-5.979985355,0.0,-13.79057847,-13.79057847
WV,West Virginia,Wetzel County,16583,16563,15065,-194,141,243,-102,0,-91,-91,-1,124,9.2995647012,16.026909379,-6.727344677,0.0,-6.001846722,-6.001846722
WV,West Virginia,Wirt County,5717,5714,5821,10,47,54,-7,0,16,16,1,0,8.0811554333,9.2847317744,-1.203576341,0.0,2.7510316369,2.7510316369
WV,West Virginia,Wood County,86956,86953,83518,-662,869,1078,-209,-24,-429,-453,0,1008,10.363868382,12.856444323,-2.49257594,-0.286228816,-5.116340088,-5.402568904
WV,West Virginia,Wyoming County,23796,23804,20394,-390,180,346,-166,0,-227,-227,3,56,8.7425324202,16.805090097,-8.062557676,0.0,-11.02530477,-11.02530477
WI,Wisconsin,Wisconsin,5686986,5687285,5822434,15028,63712,50393,13319,3341,-1438,1903,-194,143849,10.956642568,8.6661553383,2.2904872294,0.5745564857,-0.24729489,0.327261596
WI,Wisconsin,Adams County,20875,20867,20220,-121,123,252,-129,8,1,9,-1,1025,6.0649392273,12.425729149,-6.360789921,0.394467592,0.049308449,0.443776041
WI,Wisconsin,Ashland County,16157,16157,15562,-25,179,167,12,3,-40,-37,0,573,11.493145847,10.722655623,0.7704902244,0.1926225561,-2.568300748,-2.375678192
WI,Wisconsin,Barron County,45870,45873,45244,94,486,470,16,11,69,80,-2,658,10.752926079,10.398920282,0.3540057968,0.2433789853,1.5266499989,1.7700289842
WI,Wisconsin,Bayfield County,15014,15008,15036,10,128,211,-83,2,91,93,0,124,8.5157341494,14.037655512,-5.521921363,0.1330583461,6.0541547469,6.1872130929
WI,Wisconsin,Brown County,248007,248003,264542,1377,3194,1817,1377,138,-132,6,-6,6569,12.105202319,6.8863971863,5.2188051324,0.5230175078,-0.500277616,0.0227398916
WI,Wisconsin,Buffalo County,13587,13588,13031,-83,129,126,3,9,-95,-86,0,80,9.868043603,9.6385542169,0.2294893861,0.6884681583,-7.267163894,-6.578695735
WI,Wisconsin,Burnett County,15457,15458,15414,40,123,167,-44,1,83,84,0,138,7.9901260231,10.848382487,-2.858256464,0.0649603742,5.3917110563,5.4566714304
WI,Wisconsin,Calumet County,48971,48981,50089,-43,477,356,121,13,-175,-162,-2,155,9.5189630916,7.1042994981,2.4146635935,0.2594266671,-3.492282057,-3.23285539
WI,Wisconsin,Chippewa County,62415,62502,64658,549,654,576,78,-1,474,473,-2,2701,10.157882066,8.9463915444,1.2114905216,-0.01553193,7.3621347084,7.3466027787
WI,Wisconsin,Clark County,34690,34691,34774,69,568,313,255,14,-200,-186,0,477,16.350264109,9.0099166655,7.3403474431,0.4029994675,-5.757135249,-5.354135782
WI,Wisconsin,Columbia County,56833,56859,57532,199,602,519,83,8,107,115,1,1361,10.481870021,9.0366952509,1.4451747704,0.1392939538,1.8630566317,2.0023505855
WI,Wisconsin,Crawford County,16644,16644,16131,-134,151,181,-30,3,-107,-104,0,765,9.3221385356,11.174219039,-1.852080504,0.1852080504,-6.605753797,-6.420545746
WI,Wisconsin,Dane County,488073,488081,546695,4747,5772,3375,2397,962,1388,2350,0,13097,10.604027216,6.2003797388,4.4036474767,1.7673378693,2.5499635785,4.3173014478
WI,Wisconsin,Dodge County,88759,88750,87839,6,771,874,-103,22,90,112,-3,6277,8.7777221185,9.9503620383,-1.17263992,0.250466779,1.0246368232,1.2751036022
WI,Wisconsin,Door County,27785,27785,27668,79,214,363,-149,0,231,231,-3,348,7.7456249887,13.138606873,-5.392981885,0.0,8.3609316467,8.3609316467
WI,Wisconsin,Douglas County,44159,44159,43150,7,397,430,-33,-13,53,40,0,1351,9.2012098316,9.9660459133,-0.764836082,-0.301299062,1.2283731009,0.9270740385
WI,Wisconsin,Dunn County,43857,43865,45368,277,430,320,110,16,155,171,-4,3202,9.5070695011,7.0750284659,2.4320410352,0.3537514233,3.4269669132,3.7807183365
WI,Wisconsin,Eau Claire County,98736,98881,104646,291,1154,756,398,96,-199,-103,-4,4446,11.043009364,7.2344151463,3.8085942173,0.9186558916,-1.904297109,-0.985641217
WI,Wisconsin,Florence County,4423,4423,4295,1,27,47,-20,-2,24,22,-1,55,6.2871114216,10.944230993,-4.657119572,-0.465711957,5.5885434859,5.1228315287
WI,Wisconsin,Fond du Lac County,101633,101623,103403,402,1068,911,157,74,179,253,-8,3559,10.348636654,8.8273483072,1.5212883471,0.7170403674,1.7344625104,2.4515028779
WI,Wisconsin,Forest County,9304,9304,9004,27,97,104,-7,0,33,33,1,316,10.789166342,11.567765975,-0.778599633,0.0,3.6705411267,3.6705411267
WI,Wisconsin,Grant County,51208,51204,51439,-5,561,471,90,10,-103,-93,-2,4549,10.905591789,9.1560316087,1.74956018,0.1943955756,-2.002274428,-1.807878853
WI,Wisconsin,Green County,36842,36839,36960,36,366,369,-3,15,26,41,-2,342,9.907422446,9.9886308267,-0.081208381,0.4060419035,0.7038059661,1.1098478696
WI,Wisconsin,Green Lake County,19051,19044,18913,64,202,215,-13,-2,80,78,-1,188,10.69858588,11.387108734,-0.688522854,-0.105926593,4.2370637148,4.131137122
WI,Wisconsin,Iowa County,23687,23687,23678,-44,248,190,58,3,-103,-100,-2,182,10.464135021,8.0168776371,2.447257384,0.1265822785,-4.345991561,-4.219409283
WI,Wisconsin,Iron County,5916,5916,5687,0,33,91,-58,0,58,58,0,92,5.8027079304,16.001406717,-10.19869879,0.0,10.198698787,10.198698787
WI,Wisconsin,Price County,14159,14159,13351,-6,119,142,-23,3,16,19,-2,176,8.9111876591,10.633518047,-1.722330388,0.2246517897,1.1981428785,1.4227946683
WI,Wisconsin,Racine County,195408,195428,196311,-46,2257,1664,593,-4,-633,-637,-2,4994,11.495716483,8.4753532246,3.0203632585,-0.020373445,-3.224097711,-3.244471156
WI,Wisconsin,Richland County,18021,18028,17252,-145,164,187,-23,15,-138,-123,1,284,9.4663626656,10.793962308,-1.327599642,0.8658258536,-7.965597853,-7.099771999
WI,Wisconsin,Rock County,160331,160325,163354,480,1877,1471,406,39,42,81,-7,2695,11.50728938,9.0182326471,2.4890567333,0.2390965828,0.2574886276,0.4965852103
WI,Wisconsin,Rusk County,14755,14754,14178,68,139,163,-24,12,82,94,-2,173,9.8274886878,11.524321267,-1.696832579,0.8484162896,5.7975113122,6.6459276018
WI,Wisconsin,St. Croix County,84345,84337,90687,999,992,641,351,29,622,651,-3,742,10.999306999,7.1074151074,3.8918918919,0.3215523216,6.8967428967,7.2182952183
WI,Wisconsin,Sauk County,61976,61955,64442,124,728,606,122,19,-14,5,-3,719,11.307859584,9.412861137,1.8949984467,0.2951227089,-0.217458838,0.0776638708
WI,Wisconsin,Sawyer County,16557,16538,16558,94,150,204,-54,2,146,148,0,311,9.0848525226,12.355399431,-3.270546908,0.121131367,8.8425897886,8.9637211556
WI,Wisconsin,Jackson County,20449,20441,20643,171,220,164,56,6,109,115,0,1288,10.701690381,7.9776237383,2.7240666423,0.2918642831,5.3022011431,5.5940654262
WI,Wisconsin,Jefferson County,83686,83688,84769,-280,835,694,141,28,-450,-422,1,2913,9.8340576382,8.1734562885,1.6606013497,0.329764807,-5.299791542,-4.970026735
WI,Wisconsin,Juneau County,26664,26665,26687,94,270,255,15,1,78,79,0,1634,10.135135135,9.5720720721,0.5630630631,0.0375375375,2.9279279279,2.9654654655
WI,Wisconsin,Kenosha County,166426,166424,169561,635,1831,1369,462,-48,227,179,-6,4371,10.818731591,8.0889369459,2.729794645,-0.283615028,1.3412627368,1.0576477088
WI,Wisconsin,Kewaunee County,20574,20578,20434,39,196,192,4,28,8,36,-1,161,9.6010188836,9.4050797227,0.1959391609,1.3715741262,0.3918783218,1.763452448
WI,Wisconsin,La Crosse County,114638,114638,118016,-25,1160,997,163,-11,-172,-183,-5,5367,9.8281347302,8.44711235,1.3810223802,-0.093197829,-1.45727515,-1.550472979
WI,Wisconsin,Lafayette County,16836,16833,16665,-7,206,152,54,6,-67,-61,0,106,12.35864055,9.1189969103,3.2396436392,0.3599604044,-4.019557849,-3.659597444
WI,Wisconsin,Langlade County,19977,19977,19189,-47,188,236,-48,9,-6,3,-2,281,9.7852960312,12.283669486,-2.498373455,0.4684450228,-0.312296682,0.1561483409
WI,Wisconsin,Lincoln County,28743,28743,27593,-80,264,291,-27,0,-54,-54,1,588,9.5537943763,10.530886983,-0.977092607,0.0,-1.954185213,-1.954185213
WI,Wisconsin,Manitowoc County,81442,81444,78981,-34,757,816,-59,67,-36,31,-6,985,9.5825210765,10.329375427,-0.746854351,0.8481227373,-0.455707739,0.3924149978
WI,Wisconsin,Marathon County,134063,134061,135692,271,1480,1116,364,66,-154,-88,-5,1548,10.917956719,8.2327295261,2.6852271931,0.4868818537,-1.136057659,-0.649175805
WI,Wisconsin,Marinette County,41749,41749,40350,-52,375,487,-112,3,60,63,-3,608,9.2876956608,12.061620765,-2.773925104,0.0743015653,1.4860313057,1.560332871
WI,Wisconsin,Marquette County,15404,15399,15574,156,135,169,-34,1,187,188,2,141,8.7119256582,10.906040268,-2.19411461,0.0645327827,12.067630356,12.132163139
WI,Wisconsin,Menominee County,4232,4232,4556,-39,84,69,15,0,-53,-53,-1,56,18.358649328,15.080319091,3.2783302371,0.0,-11.5834335,-11.5834335
WI,Wisconsin,Milwaukee County,947735,947728,945726,-1243,12941,8226,4715,1072,-7014,-5942,-16,22658,13.674680812,8.692367233,4.9823135793,1.1327762793,-7.411653753,-6.278877474
WI,Wisconsin,Monroe County,44673,44677,46253,112,559,435,124,10,-21,-11,-1,826,12.100352837,9.4161958569,2.6841569799,0.2164642726,-0.454574972,-0.2381107
WI,Wisconsin,Oconto County,37660,37660,37930,106,369,391,-22,12,117,129,-1,275,9.7420598252,10.32288724,-0.580827415,0.3168149537,3.0889457982,3.4057607519
WI,Wisconsin,Oneida County,35998,36012,35595,151,319,461,-142,1,293,294,-1,594,8.9809822773,12.9787863,-3.997804023,0.0281535495,8.2489899914,8.2771435409
WI,Wisconsin,Outagamie County,176695,176686,187885,1006,2181,1320,861,104,48,152,-7,2913,11.639325015,7.0444332967,4.5948917185,0.5550159567,0.2561612108,0.8111771675
WI,Wisconsin,Ozaukee County,86395,86395,89221,162,850,836,14,32,121,153,-5,1892,9.5355620372,9.3785057213,0.1570563159,0.3589858649,1.3574153018,1.7164011667
WI,Wisconsin,Pepin County,7469,7469,7287,-17,78,93,-15,6,-8,-2,0,106,10.691522171,12.747584127,-2.056061956,0.8224247824,-1.096566377,-0.274141594
WI,Wisconsin,Pierce County,41019,41029,42754,162,380,290,90,-2,76,74,-2,2810,8.9049281747,6.7958662386,2.1090619361,-0.046868043,1.7809856349,1.7341175919
WI,Wisconsin,Polk County,44205,44198,43783,215,402,444,-42,4,255,259,-2,390,9.2042449428,10.165882474,-0.961637531,0.0915845268,5.8385135831,5.9300981099
WI,Wisconsin,Portage County,70019,70021,70772,-78,658,503,155,50,-283,-233,0,3125,9.2923415853,7.1034161359,2.1889254494,0.7061049837,-3.996554208,-3.290449224
WI,Wisconsin,Shawano County,41949,41955,40899,128,449,376,73,8,49,57,-2,662,10.995469573,9.2077874372,1.7876821354,0.195910371,1.1999510224,1.3958613934
WI,Wisconsin,Sheboygan County,115507,115512,115340,107,1226,1079,147,41,-76,-35,-5,2809,10.634376098,9.3592918512,1.2750842466,0.3556357423,-0.65922723,-0.303591487
WI,Wisconsin,Taylor County,20689,20690,20343,-21,210,188,22,10,-55,-45,2,203,10.317635787,9.2367406097,1.0808951777,0.4913159899,-2.702237944,-2.210921954
WI,Wisconsin,Trempealeau County,28816,28815,29649,155,425,253,172,55,-71,-16,-1,448,14.371945961,8.55553489,5.8164110715,1.8598988891,-2.400960384,-0.541061495
WI,Wisconsin,Vernon County,29773,29769,30822,50,412,326,86,1,-35,-34,-2,317,13.377926421,10.585446634,2.792479787,0.0324706952,-1.136474332,-1.104003637
WI,Wisconsin,Vilas County,21430,21444,22195,267,182,308,-126,10,383,393,0,209,8.2496657072,13.960972735,-5.711307028,0.4532783356,17.360560252,17.813838588
WI,Wisconsin,Walworth County,102228,102230,103868,318,924,947,-23,-23,366,343,-2,3140,8.9095449768,9.1313193648,-0.221774388,-0.221774388,3.5291054778,3.3073310899
WI,Wisconsin,Washburn County,15911,15907,15720,-117,133,225,-92,3,-26,-23,-2,195,8.4291916215,14.259910638,-5.830719016,0.1901321418,-1.647811896,-1.457679754
WI,Wisconsin,Washington County,131887,131885,136034,589,1285,1161,124,22,453,475,-10,1000,9.4666622464,8.5531477573,0.9135144892,0.1620751513,3.3372747063,3.4993498576
WI,Wisconsin,Waukesha County,389891,389946,404198,1676,3851,3587,264,151,1300,1451,-39,5344,9.5473026577,8.892800476,0.6545021817,0.3743554145,3.2229274098,3.5972828243
WI,Wisconsin,Waupaca County,52410,52410,50990,-140,511,724,-213,17,59,76,-3,1463,10.007833921,14.179396788,-4.171562867,0.3329416373,1.1555033294,1.4884449667
WI,Wisconsin,Waushara County,24496,24509,24443,176,205,243,-38,14,202,216,-2,1224,8.4171628002,9.9774173681,-1.560254568,0.5748306303,8.293984808,8.8688154383
WI,Wisconsin,Winnebago County,166994,167000,171907,1029,1783,1497,286,65,683,748,-5,7711,10.403022303,8.7343378503,1.6686844524,0.3792464664,3.9850051782,4.3642516446
